idiom,masked_text,candidates
دل به دریا زدن,"برای همین مصادیق مدیریت جهادی که مورد تأکید مقام معظم رهبری است ، این شخصیت‌ها بودند
سردار کریمی با تأکید بر اینکه  ، اظهار داشت: حاج قاسم به شدت رفتار دلسوزانه، احترام فوق‌العاده، اعتماد و محبت به مجاهدان داشت
من بارها و بارها این رفتار را با بچه‌های حزب‌الله، بدر و دیگران به عینه دیده‌ام
وی ادامه داد: این همرزم حاج قاسم سلیمانی با تأکید بر اینکه یکی دیگر از ویژگی‌های حاج قاسم خطرپذیری و <<MASKED_IDIOM>> بود، یادآور شد: یادم هست قرار بود کمکی به احمدشاه مسعود و مجاهدان داشته باشیم، -چراکه طالبان اکثر شهرهای افغانستان را تصرف کرده بود- این ماجرا مصادف بود با اینکه چندماه بعد آقای ناصری را طالبان شهید کرد
سردار کریمی ادامه داد:  وی افزود: در حالی در فضای کشور افغانستان فرود آمدیم که از روی منطقه‌های اشغالی طالبان در کندوز عبور کردیم
نیروهای طالبان غافلگیر شدند و نتوانستند به ما ضربه‌ای وارد کنند
معاون سابق عملیات نیروی قدس سپاه پاسداران این اقدام حاج قاسم را شجاعت بی‌حد و حصر عنوان کرد و گفت: باز به یاد دارم طالبان به مزار شریف نزدیک شده بود و این شهر در شرف سقوط و کنسولگری ما در آنجا فعال بود و چندتا از عزیزان آنجا بودند،‌ حاج قاسم چند روز تلاش کرد هلیکوپتری را از احمدشاه مسعود فراهم کند تا خودش را برای نجات این افراد به آن منطقه برساند","['کار نشد ندارد', 'چشم و گوش بسته', 'ضرب شست نشان دادن', 'توپ و تشر', 'ترکوندن', 'وصله ناجور', 'نان به هم قرض دادن', 'چراغی که به خانه رواست به مسجد حرام است', 'با حلوا حلوا گفتن دهان شیرین نمی شود', 'گنجشک روزی']"
دل به دریا زدن,"به گزارش خبرنگار فرهنگی  ، در سال 2015 هزاران نفر از آسیا و آفریقا تلخ‌کامی‌های یک سفر جان‌فرسا را به جان خریدند برای یافتن حداقل‌های یک زندگی ساده
جهان در سال 2015 تا 2017 شاهد موجی از هزاران انسانی بود که امنیت و امکانات اولیه برای آنها به‌سان کودکی بود که دستشان را به ناگاه رها کرده و در میان همهمه جهان گم شده است
کیلومترها راه پیمودند، از هر جاده‌ای که می‌شناختند رد شدند، از ایستگاه‌های قطار سراغش را گرفتند، <<MASKED_IDIOM>>د و شبانه روز به دنبال این طفل گم‌شده زمین را طی کردند، اما هنوز آن را نیافته‌اند
موج هزاران انسانی که به امید زندگی بهتر رهسپار اروپا شدند، تمام دنیا را شوکه کرد
در این میان، هزاران نفر جان خود را در بار کشتی‌ها و کامیون‌ها و یا در دریا از دست دادند
از سرنوشت بسیاری از آنها هنوز اطلاعی نیست و آینده کسانی که پایشان به سرزمین آرزوهایشان رسیده است،‌ هنوز روشن نیست","['با دم شیر بازی کردن', 'خیز برداشتن', 'رخت بربستن', 'بال در آوردن', 'پایه بودن', 'زبان بر', 'چوب خوردن', 'گند زدن', 'دست بوس', 'صبر ایوب']"
دل به دریا زدن,"نویسندۀ فرزانۀ ئیچینگ اغلب به شاگردان هشدار میدهد که «فرومایگیهای» آنها -همان بخشهای فرومایۀ وجود خودشان- ممکن است موجب شوند شخص از سرِ تکبر نتیجهای را تحمیل کند، تعارض ایجاد کند یا دیگران را بهناحق قضاوت کند
دیگر موضوعاتی که مکرراً در این کتاب آمدهاند از این قبیلاند: نگرش خود را اصلاح کنید، تردیدها را کنار بگذارید و با خوشبینی منتظر فرصت مناسب باشید
قطعاً فرصتهایی پیش خواهد آمد که تصمیم بگیرید «دل به دریا بزنید3»، به این معنی که در مسیر خود تغییر چشمگیری ایجاد کنید، مثلاً از طریق مکالمهای دشوار که مدام آن را به تعویق انداختهاید، یا شروع رابطهای جدید و یا تغییر مسیر شغلی
بااینحال، <<MASKED_IDIOM>> اگر بدون آمادگی درونی باشد مخاطرهآمیز است
تصویر هماهنگشدن با فرایندهایی که رخ میدهند، آنچنان که در ئیچینگ آمده است، تلاش کاملاً متفاوت را جایگزین نهایت تلاش میکند
پذیرش، اگرچه فینفسه عمل به شمار نمیآید، از نظر احساسی طاقتفرساست
آرامشبخش نیست، منفعل هم نیست","['این گوی و این میدان', 'شاخ به شاخ شدن', 'کار نشد ندارد', 'آتش سوزاندن', 'امتحان خود را پس دادن', 'بالای چشمت ابروست', 'چای شیرین', 'گربه گون', 'بز خر', 'هر چه از دوست رسد نیکوست']"
دل به دریا زدن,"نویسندۀ فرزانۀ ئیچینگ اغلب به شاگردان هشدار میدهد که «فرومایگیهای» آنها -همان بخشهای فرومایۀ وجود خودشان- ممکن است موجب شوند شخص از سرِ تکبر نتیجهای را تحمیل کند، تعارض ایجاد کند یا دیگران را بهناحق قضاوت کند
دیگر موضوعاتی که مکرراً در این کتاب آمدهاند از این قبیلاند: نگرش خود را اصلاح کنید، تردیدها را کنار بگذارید و با خوشبینی منتظر فرصت مناسب باشید
قطعاً فرصتهایی پیش خواهد آمد که تصمیم بگیرید «دل به دریا بزنید»، به این معنی که در مسیر خود تغییر چشمگیری ایجاد کنید، مثلاً از طریق مکالمهای دشوار که مدام آن را به تعویق انداختهاید، یا شروع رابطهای جدید و یا تغییر مسیر شغلی
بااینحال، <<MASKED_IDIOM>> اگر بدون آمادگی درونی باشد مخاطرهآمیز است
تصویر هماهنگشدن با فرایندهایی که رخ میدهند، آنچنان که در ئیچینگ آمده است، تلاش کاملاً متفاوت را جایگزین نهایت تلاش میکند
پذیرش، اگرچه فینفسه عمل به شمار نمیآید، از نظر احساسی طاقتفرساست
آرامشبخش نیست، منفعل هم نیست","['خیز برداشتن', 'بال در آوردن', 'درجا زدن', 'سرشاخ شدن', 'از تو حرکت از خدا برکت', 'چاپ زدن', 'نمردیم و دیدیم', 'چاه ویل', 'رطب خورده منع رطب چون کند', 'عذر بدتر از گناه']"
دل به دریا زدن,"آنها مایلاند به ایدههایی که کارکنانشان مطرح میکنند گوش بدهند
اما اگر رهبر سازمان از آدمهای بالفطرۀ سرکش یا سلطهجو باشد، شاید از صمیم قلب بخواهد به ایدههای دیگران گوش بدهد اما سبک تعاملش چنان جنجالبرانگیز است که چندان ایدهای با او در میان گذاشته نمیشود و بعید هم هست از آن ایدهها پیروی کند چون عادت دارد مُهر و امضای شخصیاش را روی همهچیز بزند
داهیگ: با این اوصاف، چطور میتوانیم درونگرایی را به یک مزیت راهبردی تبدیل کنیم
کین: مسئله این است که بدانید کجا میتوانید دل به دریا بزنید، و <<MASKED_IDIOM>> یعنی اینکه خودتان باشید
بد نیست که بیشتر بکوشید از کُنج عافیتتان بیرون بیایید و مهارتهایی کسب کنید که به درد خارج از آن کُنج میخورند، ولی معنایش اصلاً این نیست که خودتان را از بیخ و بُن عوض کنید
پس پرسش اصلی این است: «استعدادی که من به میدان میآورم چیست
دوست دارم از چه طریقی با مردم ارتباط بگیرم، و چطور میتوانم این امر را محقق کنم","['با دم شیر بازی کردن', 'چند تا پیراهن بیشتر پاره کرده', 'دادن جان', 'چراغ سبز نشان دادن', 'گرم شدن', 'چاپ زدن', 'سیاه خانه', 'بچه باز', 'مک کارتیسم', 'پاپوش دوختن']"
دل به دل راه دارد,"______________________________   صبح یا عصر زیاد فرقی نمیکند دلتنگیِ جمعه از جایی شروع میشود که دهانت پر از حرف است برای گفتن اما کسی را نداری برای شنیدن
______________________________   آدم هر چقدر هم که خودش را به کوچه ی علی چپ بزند
هرچقدر هم که خودش را گرفتار کارهای روز مره کند ، هرچقدر هم که از دلتنگ شدن فرار کند ؛ آخر شب های لعنتی دلتنگی پر رنگ میشود
______________________________ خدایا همیشه دلتنگی ام را در دریای آغوش تو ریختم عجیب این دریا معجزه میکند مهربانا این معجزه را برای عزیزانم مقرر فرما تا تمام غمهایشان را در دریای آغوشت   ______________________________   خدایا،همیشه دلتنگی ام را در دریای آغوش تو ریختم عجیب این دریا معجزه میکند مهربانااین معجزه را برای عزیزانم مقرر فرما تا تمام غمهایشان دردریای بیکران آغوشت به آرامش بدل شود   ______________________________   بی هوا زنگ بزن بگو دلتنگی بگو میخواهی ببینی مرا بگذار یکبار هم که شده جمله ی <<MASKED_IDIOM>> را با تمام وجود احساس کنم
______________________________   اوج دلتنگی وقتیه كه نه می تونی صداشو بشنوی نه می تونی ببینیش فقط باید به عكسی كه تو پروفایلش گذاشته نگاه كنی
______________________________   کاش مادرم
کمی از لبخندهای روزهای کودکی هایم را کنار پونه ها و نعناهایش خشک می کرد، برای این روزهای دلتنگی ام","['یک دست صدا ندارد', 'سراپا گوش بودن', 'سنگ صبور', 'غلام حلقه به گوش', 'کافر همه را به کیش خود پندارد', 'پنبه کردن', 'خواب خرگوشی', 'به خدا رسیدن', 'دائم الخمر', 'رطب خورده منع رطب چون کند']"
دل به دل راه دارد,"گاهی وقت‌ها علاقه‌مند به اتفاقات ماوراءالطبیعه می‌شوند و بعضاً به موجودات فضایی یا به انسان‌هایی که به آن‌ها دور یا نزدیک هستند، می‌اندیشند
وقتی افکارمان آزادانه به هر سمت و سویی کشیده می‌شود، می‌تواند بخشی از آینده‌مان را بسازد
شاید برای شما هم اتفاق افتاده باشد که به دوستی پیام می‌فرستید یا با وی تماس می‌گیرد و اولین جمله‌ای که از وی می‌شنوید، این است: «داشتم به تو فکر می‌کردم»
در این مواقع می‌گوییم <<MASKED_IDIOM>> و افراد با هم تله‌پاتی دارند
اما آیا واقعا دوست ما در آن لحظه به ما فکر می‌کرده یا ما باهم تله پاتی داشته‌ایم یا داستان چیز دیگری است
امیرهوشنگ مهریار روان‌شناس بالینی در رابطه با تله پاتی گفت: اینکه یک نفر بخواهد از دور افکار دیگران را بخواند در واقع هیچ پایه علمی ندارد و اگر بنا به هر دلیلی چنین عملی را انجام دهد یا از سحر و جادو استفاده می‌کند یا کاملا اتفاقی بوده است و بنده به عنوان یک روان‌شناس به مقوله تله پاتی هیچ اعتقادی ندارم
در همین رابطه، حجت الاسلام و المسلمین محمدجواد اولیایی کار‌شناس مذهبی نیز اظهار داشت: تله پاتی از ۲ کلمه تله به معنای دور و پاتوس به معنای احساس از ریشه یونانی گرفته شده و به این معنا است که فرد بدون کمک گرفتن از حواس پنج‌گانه بتواند احساسات خود را به شکل مرموزی منتقل کند و یا از فرد دیگری دریافت کند","['استراق سمع', 'پارازیت', 'فال بد زدن', 'خفه خون گرفتن', 'رو داشتن', 'جیب بر', 'به خدا رسیدن', 'نقره داغ کردن', 'توبه گرگ مرگ است', 'بز اخفش']"
دل به دل راه دارد,"همچنين كه خود بود
چهارمين بار ديدار بود
در آغوشم گرفت
ديگر آن قدر ساده دل نيستم كه نتوانم تشخيص بدهم اين گونه در آغوش كشيدن را، از آن گونه كه سخت احوالت مي فشاردت، مي پرسد، اظهار دوستي و دلتنگي مي كند و در ذهن، كفتاروار با چنگ و دندان تكه تكه ات صميمي مي كند بودو <<MASKED_IDIOM>>
زياد نيازي به گفتگو نبود
داستانهايمان بودند
خوانده بوديمشان","['غلام حلقه به گوش', 'حال دادن', 'بال بال زدن', 'منت گذاشتن', 'یک رو', 'پنجه زدن', 'پوز زدن', 'آتش بیار معرکه', 'شاسکول', 'دندان تیز کردن']"
دل به دل راه دارد,"شنيده ها حكايت از آن دارند كه قرار است لورنس عربستان يكي از بهترين فيلم هاي استاد ديويد لين نيز چنين نمايشي داشته باشد
هزينه تبديل به قطع آيمكس بين دو تا چهار ميليون دلار خواهد بود و بهاي بليت اين نوع سالن ها نيز، يك سوم گران تر از بليت هاي سينماهاي عادي پيش بيني شده است
انتقام * خون آشام استيون سامرز همان كارگرداني است كه با فيلم موميايي و كمي بعدتر بازگشت موميايي، شهرتي براي خودش دست وپا كرد و نام اش را در فهرست كارگردان هايي ثبت كرد كه بلد هستند فيلم هاي سودآور بسازند
البته نبايد فراموش كرد كه خيلي از منتقدان آمريكايي دل خوشي از سامرز ندارند و به هر بهانه اي سعي مي كنند فيلم هاي او را جزو فيلم هاي به دردنخور رده بندي كنند، اما از آنجايي كه <<MASKED_IDIOM>> سامرز هم چندان به منتقدان محل نمي گذارد و اين آخري ها در يك گفت وگو اعلام كرده كه براي نظر منتقدان ارزشي قائل نيست، چون آنها متخصص بافتن حرف هاي كلي به هم هستند و سعي مي كنند آسمان و زمين را به هم ببافند تا مردم به حرف شان گوش دهند
سامرز اضافه كرده كه مشت منتقدان براي مردم هم رو شده چون از فيلم هايي استقبال مي كنند كه منتقدان ردشان مي كنند
سامرز در عين حال گفته كه قصد دارد فيلمي بسازد به نام ون هلسينگ كه حضور هيو جكمن در آن قطعي است
داستان فيلم درباره دكتر ون هلسينگ است كه تصميم مي گيرد سه اسطوره وحشت فرانكنشتاين گرگينه، و دراكولا را نابود كند","['گوشش بدهکار نیست', 'با حلوا حلوا گفتن دهان شیرین نمی شود', 'مشت نمونه خروار', 'چشم و دل سیر', 'چشم وهم چشمی', 'نفس کش', 'قیافه گرفتن', 'ترکوندن', 'قوی پنجه', 'پا در هوا']"
دل ریختن,"در کشورمان نیز واکنش‌های متعددی به این اقدام نشان داده شد و در این بین اهالی فرهنگ و هنر نیز به نوبه خود این اهانت را محکوم کردند
افشین علا، شاعر برجسته کشور در سروده‌ای جدید خطاب به مکرون این اهانت را محکوم کرده است؛ این شعر را در زیر می‌خوانید:  به قلب اهل قرآن، نیش عقرب را فرو کردن  دموکراسی است آیا یا طریق گفت‌و‌گو کردن
زبانت لال
هتکی کرده‌ای از حرمت یاری  که نامش بر زبان جاری نشاید بی‌وضو کردن تو داعش پروراندی ورنه در قاموس دین هرگز  نمی‌گنجد برای هیچ کس مرگ آرزو کردن تو بودی آن که از آن بی‌خرد سر را برید آری   به تیغ کینه در <<MASKED_IDIOM>>، خون در گلو کردن به رشدی اقتدا کردی چنین خبطی چرا کردی
همین می‌خواستی
خود را چنین بی‌آبرو کردن
گر آزادی به این باشد که جایز، هتک دین باشد  اساس غرب را باید ز بنیان، زیر و رو کردن چه محصولی طلب داری از این بذری که می‌کاری","['به خاک سیاه نشستن', 'خاک خوردن', 'کف رفتن', 'دم بریده', 'ترش کردن', 'دیدن آب', 'صاحب دولت', 'لیله القدر', 'قطره قطره جمع گردد وانگهی دریا شود', 'کلاهش پس معرکه است']"
دل پر,"استاد با دقتي خاص تاثرات و بهره گيريهاي حافظ را از مرصادالعباد باز نموده اند، از اخذ و اقتباس كشيدن بارامانت در بيت معروف: آسمان بارامانت نتوانست كشيد قرعه كار به نام من ديوانه زدند تا اخذو اقتباس مهيا و مهنادراين بيت: باده ومطرب و گل جمله مهياست ولي عيش بي يامهنا نشود يار
كجاست كه مورد اول مكرر در مرصاد آمده است و مورددوم، ظاهرا - تا آنجا كه به ياد دارم - برگرفته از ديباچه مرصاد است
اين ضعيف
دانست كه اسباب جمعيت وفراغت <<MASKED_IDIOM>>وري و نشر علم و دعوت به حق ورعايت حقوق اصحاب خلوت، جز در آن ديار مهيا و مهنا نگردد
ره بردن به اين اخذ و اقتباس همچنين به تصحيح بيت مذكور كمك مي كند و روشن مي سازد كه مصراع دوم اين گونه مطلوبتر است: عيش بي يار مهنا نشود يار
كجاست - دوم، بحثي سودمند در كتاب حافظ، نوشته دوست حافظ شناسم بهاءالدين خرمشاهي، چاب انتشارات طرح نو، تحت عنوان حافظ چه كتابهايي مي خوانده
است د ) اما در مورد تاثر حافظ از آثار ابن عربي حكايت اين تاثير و اين تاثر بايد موضوع بحث وجستجويي جدي قرار گيرد","['سگ دل', 'دل به دریا زدن', 'عزا گرفتن', 'حاجت گرفتن', 'بخند تا دنیا به رویت بخندد', 'موش دواندن', 'با دم شیر بازی کردن', 'ریش گرو گذاشتن', 'دایورت', 'کلید کردن']"
دل پر,"اما مدير مهد مي گويد كه بچه ها اسم غذاها را نمي دانند
من فكر مي كنم كه دولت -به ويژه سازمان بهزيستي - بايد در اين باره كمكهايي به مهدكودكها بكنند تا آنها نيز به بهانه كميت گراني، و كيفيت غذا و آموزش را كاهش ندهند
مديران چه اما
مي گويند مديران مهدكودكها نيز <<MASKED_IDIOM>>ي از مشكلات دارند
مديريكي ازاين مراكز درباره علل گران شدن شهريه ها مي گويد: آيا والدين در برابر افزايش قيمت مواد غذايي يا ديگر اجناس، اعتراض مي كنند كه حالا در مورد گران شدن شهريه مهدها گله
دارند دستمزد قيمت مواد وسايل غذايي، كمك آموزشي، هزينه آب، برق، گاز، تلفن و
افزايش يافته مهدهاي است كودك در واقع مثل مدارس غيرانتفاعي هستند كه مشكلات خاص خودشان را دارند، اما متاسفانه مسئولان و والدين به اين مساله بي توجه هستند","['استخوان لای زخم گذاشتن', 'اشک تمساح ریختن', 'خود را به موش مردگی زدن', 'زوار در رفته', 'اتش افروزی', 'با حلوا حلوا گفتن دهان شیرین نمی شود', 'چیزی در چنته نداشتن', 'بچه بازی', 'بی عرضه', 'باری به هر جهت']"
دل پر,"نزدیک اربعین،دل جامانده ها گرفت
 یک بینوا برای خودش ربنا گرفت
 هرکس رسید؛سوال کرد:زائری؟
 از این سوال <<MASKED_IDIOM>>خون ما گرفت
#حب_الح…","['دق کردن', 'داغان کردن', 'خانه خراب', 'با خودش هم قهر است', 'خود کرده را تدبیر نیست', 'هنر نزد ایرانیان است و بس', 'شیله و پیله', 'موش و گربه بازی', 'سگ زرد برادر شغال است', 'پز دادن']"
دل پر,برمشامم می رسدعطر شهیدان بسیج مرغ <<MASKED_IDIOM>>می زند سوی گلستان بسیج یاحسین بن علی، ای سرور آزادگان روز محشر کن شفاعت از جوانان بسیج #رزمایش_اقتدار_بسیج #بووکی_شاران,"['داغ کردن', 'دق کردن', 'پر کشیدن', 'سرد شدن', 'گوشه زدن', 'دم و دستگاه', 'چیزی در چنته نداشتن', 'آتش گرفتن', 'بی عرضه', 'نوش دارو پس از مرگ سهراب']"
دله دزد,"سریال گمگشته اولین سریال مناسبتی رمضان است
رامبد جوان در اولین تجربه کارگردانی‌اش با یک داستان نه چندان بدیع و جذاب، به همراه بازیگرانی که اصولا کمدین نبودند موقعیت‌های کمدی جالبی خلق کرد که برای همه جذاب بود
آتیلا پسیانی در «گمگشته» ایفاگر دو نقش کاملا متضاد بود
یکی از یکی جلال، مردی دیندار و مورد اعتماد و دیگری کریم، یک <<MASKED_IDIOM>> لمپن
درواقع جابجاشدن این دو شخصیت متضاد، گره اصلی داستان را شکل می‌داد
کریم، جلال راغ می‌دزدید و خودش را جای او جا می‌زد تا با قرار گرفتن در آن جایگاه به ثروت دست پیدا کند
او که چیزی از عادت‌ها و زندگی خانوادگی جلالف نمیدانست با همان مرام و مسلک در موقعیت های کمدی جذابی قرار می گرفت","['زورگیری', 'پاپوش درست کردن', 'دبه در آوردن', 'چیزی در چنته نداشتن', 'چیزی بارش نیست', 'اتو زدن', 'طوطی وار', 'حاتم بخشی', 'چشم زخم', 'دراز کردن']"
دله دزد,"حجت‌الاسلام موسوی لارگانی، عضو هیات رییسه مجلس می‌گوید: «با تورم سنگین در کشور و افزایش آمار بیکاران، <<MASKED_IDIOM>>ی‌ها بیشتر شده است
حکم قطع دست باید برای سارقان اجرا شود
» واقعا جالب است
حاج آقای نماینده مجلس، با زبان خودش به دلیل افزایش دزدی که همان تورم و بیکاری است، اشاره می‌کند اما وقتی به راهکار می‌رسد، حکم قطع دست می‌دهد","['خود را به موش مردگی زدن', 'تیغ زن', 'پنجه زدن', 'از پشت خنجر زدن', 'استراق سمع', 'علاج واقعه قبل از وقوع باید کرد', 'دایه مهربان تر از مادر', 'بار خود را بستن', 'کار نشد ندارد', 'خواب خرگوشی']"
دله دزد,"نمونه هايي كه شما به آنها اشاره مي كنيد: آنهايي كه مربوط به سوءاستفاده هاي شخصي بوده -يعني كسي از اموال شهرداري برداشته و براي خودش استفاده كرده است -عموم آنها توسط مديريت شهرداري دنبال شده است و مواردي كه احيانا برمي گرددبه تعبير و تفسيري از قانون يا بخشنامه و به نوعي جرم تلقي مي شود، ممكن است محكوميتي را در دادگاه به دنبال داشته باشد، به عنوان سوءاستفاده شخصي تلقي نمي كنيم
هيچ يك از اين موارد كه شما به آن اشاره كرديد كلان نيست
شما كلان را در رابطه با ارقامي ديگر -نمي خواهم به جاي خاصي اشاره بكنم - بايد مقايسه كنيد
اينكه شخصي در جايي، <<MASKED_IDIOM>>ي مي كند و شهرداري با آن برخورد مي كند و آن را بزرگ مي كنيد اختلاس كلان نيست و من از شما و تمامي افرادي كه اين قضايا را دنبال مي كنند مي پرسم كه آيا مي شود دستگاهي با اين حجم عظيم گردش مالي و كاري و اين همه تلاش اين گونه ضايعات عظيم داشته
باشد قطعا چنين چيزي ممكن نيست
بديهي است دستگاهي كه اختلاسها و سوءاستفاده هاي عظيم مالي در آن صورت نمي تواند بگيرد، چنين موفقيتهايي در ابعاد كاري داشته باشد
در مورد مسائل شهرسازي، تمام تلاش شهرداري در ساماندهي مسائل شهري بوده است","['چپ زدن', 'موش مرده', 'گرگ در لباس میش', 'غلط انداز', 'چوب خوردن', 'دنگ و فنگ', 'چشم هم چشمی', 'فیل هوا کردن', 'چای شیرین', 'گولاخ']"
دله دزد,"آنان بر اين باور هستند كه روابط ميان كارگران و مديريت ذاتا خصمانه است
آنها مدعي هستند كه برنامه هاي مشاركتي كارگران صرفا تلاشي نمايشي به منظور پنهان نمودن كوششهاي شركت در راستاي حذف تعهدات قرارداد جمعي است
و عموم كاركنان نسبت به مشاركت در مديريت بي اعتماد هستند; زيرا آنان از اين بيم دارند كه تصميم گيرندگان، برخي خواسته هاي خود را در قالب نمايندگي كارگران مطرح نمايند
اما حاميان اين برنامه ها (برنامه هاي مشاركت كاركنان ) مي گويند هنگامي كه مديريت و كارگران با يكديگر باشند، ميل به غيبت در كار، تاخير ورود، شكايت، خراب كردن وسايل و همچنين هزينه هاي كارگري تقليل مي يابد، به علاوه كيفيت توليد افزايش و <<MASKED_IDIOM>>ي ها كاهش مي يابد
به عنوان نمونه كارخانجات جنرال موتورز كه بيشترين گرايش را به اين برنامه ها داشته است، نسبت به كارخانجات خودرويي كه فاقد اين برنامه ها بوده از درخشندگي بهتري برخوردار بوده است
در مجموع راهكارهاي مديريت جديد در طول دهه گذشته تاكيدي بر كاهش سلسله مراتب و اقتدارگرايي و افزايش مشاركت كارگران در تصميم گيري هاي مربوط به محيط كار داشته است اين راهكارها از تئوريهاي تايلور - كه از دهه 1920 بر فلسفه هاي مديريت غالب گشته بود - فاصله گرفته اند
سيستم تايلور معروف به مديريت علمي بود و مبتني بر بهبود توليد، از طريق سازماندهي با محوريت تكنولوژي، عقلانيت و همچنين استقرار كارگران مبتني بر ترتيبي صحيح و پرداخت حقوق كافي بود","['آب برداشتن', 'لایی کشیدن', 'بازی دادن', 'چپ زدن', 'استراق سمع', 'اصفهان نصف جهان', 'ملک الموت', 'جان بر کف', 'داغ دیدن', 'رو راستی']"
دله دزد,"عوارض اعتياد: عوارض اعتياد خانمان برانداز است، مرگ است كه به صورت تدريجي حادث مي شود، واي كاش فقط مرگ بود و با مردن فرد معتاد بسنده مي كرد، خانواده معتاد به نيستي كشيده مي شوند، اطرافيان آبرو و اعتبار اجتماعي خود را از دست مي دهند
علاوه بر عوارض جسماني كه به صورت مسموميت بدن و تغيير فيزيولوژيكي طبيعي ارگانيزم و وابستگي دائمي ارگانيزم به اين سموم حادث مي شود، مسائل رواني اجتماعي آن كمتر از مسائل جسمي نيست
به تدريج كه اعتياد شروع مي شود منابع مالي فرد رو به كاهش مي رود، ضمن اين كه فرد ازنظر مالي قدم به قدم عقب مي نشيند و از نظر رواني به دليل تضاد تمايل به كشيدن و احساس پشيماني و گناه بعد از مصرف و مشغول به خود شدن مستاصل و دچار ركود و سستي شده، بي نظمي و غيبت دركسب وكار شروع مي شود، فرد برنامه ريزي و دورانديشي خود را از دست مي دهد و لحظه اي زندگي مي كند، پسرفت شغلي پسرفت بيشتر مالي را نيز به همراه دارد و به مرور كه شغل خود را از دست داد براي تامين منابع مالي خود دچار مشكل مي شود، تا جايي كه ديگر به خود توجه نداشته وضعيت جسماني و سر و وضع بيمار پسرفت مي كند وديگر ظاهر و لباس و آراستگي براي فرد اهميت ندارد، عدم دسترسي به مواد، همچنين با شروع علائم محروميت وعدم تامين نيازهاي اوليه مثل غذا و پوشاك، عدم توانمندي نسبت به سرنوشت خود وخانواده و نياز به تهيه مواد به هر قيمتي، فردتعادل رواني خود را از دست داده، شخصيت فرد مضمحل شده فرو مي پاشد و زمينه براي سوء استفاده انسانهاي شرور و سوداگران مرگ از فردمعتاد مهيا مي گردد و فرد در برابر هر پيشنهادي به شرط تامين شدن مواد سر تسليم فرود مي آورد
فرد ضمن اينكه از نظر ظاهر و تركيب از حالت انسان نرمال بدر آمده، از نظر شخصيتي آمادگي دست زدن به هر اقدامي را غالبا دارد اين افراد دست به كارهاي دون مايه اي همچون قرض گرفتن پول بدون احساس مسئوليت نسبت به بازپرداخت آن، گرفتن پول از اطرافيان با ضرب و جرح، فروش لوازم منزل، <<MASKED_IDIOM>>ي و درنهايت به خريدو فروش و توزيع مواد تن مي دهند ودر واقع اينجاست كه اعتياد انسان را از درجه اعلاعليين به درجه اسفل السافلين پايين مي آورد و خانواده را و در جمع جامعه را به نيستي مي كشاند
علل اعتياد آشنايي افراد به اين مواد ممكن است در يك جلسه معاشرت با دوستان و همسالان مبتلا صورت پذيرد، يا متعاقب ابتلا به بيماري صعب العلاج ودرماندگي فرد از ناكارآمد بودن روش درماني و پيشنهاد افراد و بستگان ناپخته و ناآگاه صورت پذيرد ويا موضوع كنجكاوي و سوژه جديد لذت گروه همسالان كه سوژه اي براي لذت و سرگرمي ندارند
اما علل اعتياد را مي توان به سه بخش جسمي، رواني و اجتماعي تقسيم كرد: علل جسمي در زمينه علل جسمي بيولوژيكي، عدم تعادل جسمي بيولوژيكي باعث مي شود كه افراد به دنبال تعادل كننده آن برآيند، در واقع علل و عوامل بيولوژيكي استعداد به مخدرات را بوجود مي آورد
بايد در تمايل و پذيرش ارگانيزم به ماده و و ابسته شدن به آن تامل كرد، ظاهرا بعضي افراد نسبت به بعضي ديگر تمايل و كشش متفاوتي نشان مي دهند و به نظر مي رسد ارگانيزم چيزي را كه كم دارد بيشتر طلب مي كند ( قضيه ويار خانمهاي باردار در اينجا نيز مصداق پيدا مي كند ) هر چند كه اين مساله هنوز تحت بررسي و تحقيق كافي قرار نگرفته است ولي شواهد حاكي است كه بعضي افراد از نظر جسماني و فيزيولوژيك نيز تمايل و كششي به آن نشان نداده و در دفعات محدود وابستگي پيدا نمي كنند","['چاپ زدن', 'قاپ زدن', 'دست کج', 'دبه در آوردن', 'دست انداختن', 'بخند تا دنیا به رویت بخندد', 'چای شیرین', 'ترگل ورگل', 'ممه را لولو برد', 'هر چه از دوست رسد نیکوست']"
دله دزد,"به گزارش خبرنگار پارلمانی  ، روز گذشته خبر و فیلم پاسخ‌ مقتدرانه سپاه پاسداران انقلاب اسلامی به اقدام مداخله‌گرانه آمریکا در موضوع نفتکش ایرانی منتشر شد که همین موضوع باعث حمایت و واکنش نمایندگان مجلس شورای اسلامی در فضای مجازی نسبت به آن شد که در ادامه برخی از آن‌ها را می‌خوانید: مهدی سعادتی بیشه‌سری نماینده مردم بابل و عضو کمیسیون امنیت ملی و سیاست خارجی مجلس در توئیتی نوشت: 13 آبان 58 دزدان را از خانه بیرون کردیم، در آستانه 13 آبان 1400 افتاده‌اند به <<MASKED_IDIOM>>ی
بماند به یادگار، در آستانه 13 آبان کسی می‌داند قایق برود و نفتکش برگردد یعنی چی
ارتش هالیوودی ‎
دزدان دریایی آمریکایی","['دبه کردن', 'چاه ویل', 'بی چشم و رو', 'کره خوری', 'به رخ کشیدن', 'توپ و تشر', 'بالای چشمت ابروست', 'جان بر کف', 'قوز بالا قوز', 'سوتی دادن']"
